Transaction,Polozky
814,OstatnePolozky
814,Napoje
814,PecivoNesl
789,Napoje
789,Sladkosti
813,Sladkosti
813,PecivoNesl
789,Napoje
812,Napoje
782,PecivoNesl
780,PecivoNesl
789,OstatnePolozky
811,PecivoNesl
788,Napoje
812,Napoje
810,PecivoNesl
777,Napoje
775,Napoje
776,PecivoNesl
790,OstatnePolozky
809,Napoje
787,Napoje
775,Napoje
802,OstatnePolozky
781,Napoje
782,PecivoNesl
803,Napoje
783,Napoje
787,Napoje
779,PecivoNesl
768,Napoje
768,Sladkosti
769,Napoje
769,Napoje
787,OstatnePolozky
777,Napoje
778,Sladkosti
779,Napoje
779,PecivoNesl
779,Napoje
797,Sladkosti
800,Sladkosti
803,OstatnePolozky
784,PecivoNesl
785,PecivoNesl
785,PecivoNesl
786,OstatnePolozky
786,OstatnePolozky
808,PecivoNesl
790,Napoje
790,Napoje
791,PecivoNesl
792,Napoje
792,Sladkosti
793,Napoje
774,PecivoNesl
793,PecivoNesl
778,Napoje
779,Sladkosti
779,Sladkosti
802,PecivoNesl
804,Napoje
805,PecivoNesl
806,Sladkosti
807,PecivoNesl
807,PecivoNesl
794,Sladkosti
795,Sladkosti
796,PecivoNesl
797,Napoje
799,Napoje
802,PecivoNesl
766,Napoje
767,PecivoNesl
768,Napoje
770,Sladkosti
771,Napoje
771,Napoje
771,OstatnePolozky
772,Napoje
772,Sladkosti
773,PecivoNesl
774,OstatnePolozky
798,Napoje
793,Napoje
793,Sladkosti
764,OstatnePolozky
765,Sladkosti
793,Napoje
794,Napoje
794,Napoje
742,PecivoNesl
743,OstatnePolozky
743,Napoje
743,Sladkosti
763,PecivoNesl
759,Sladkosti
763,PecivoNesl
760,Napoje
760,Sladkosti
761,OstatnePolozky
761,Sladkosti
762,Napoje
763,Sladkosti
763,Napoje
744,OstatnePolozky
744,Napoje
745,PecivoNesl
745,OstatnePolozky
745,Sladkosti
745,OstatnePolozky
746,Sladkosti
746,Napoje
747,Sladkosti
748,PecivoNesl
748,Napoje
749,Napoje
749,PecivoNesl
750,PecivoNesl
750,Napoje
750,OstatnePolozky
751,Napoje
751,Napoje
751,Sladkosti
751,Sladkosti
751,OstatnePolozky
752,Napoje
753,PecivoNesl
754,Napoje
758,PecivoNesl
761,Napoje
761,PecivoNesl
762,Napoje
762,Sladkosti
755,Napoje
756,PecivoNesl
757,PecivoNesl
757,OstatnePolozky
757,Sladkosti
757,Napoje
758,Napoje
739,Napoje
739,OstatnePolozky
740,OstatnePolozky
740,Napoje
741,PecivoNesl
741,PecivoNesl
741,Sladkosti
822,Napoje
882,Napoje
822,Napoje
822,OstatnePolozky
820,OstatnePolozky
818,Napoje
829,Napoje
880,Sladkosti
843,Napoje
844,PecivoNesl
818,Napoje
881,Napoje
818,OstatnePolozky
856,OstatnePolozky
845,Sladkosti
821,OstatnePolozky
850,Napoje
830,Napoje
830,Napoje
830,Sladkosti
845,OstatnePolozky
854,PecivoNesl
857,PecivoNesl
857,Sladkosti
822,OstatnePolozky
815,OstatnePolozky
816,PecivoNesl
817,OstatnePolozky
817,Napoje
861,OstatnePolozky
861,Napoje
861,PecivoNesl
854,Napoje
863,OstatnePolozky
842,Napoje
842,Sladkosti
843,Sladkosti
862,Napoje
855,Napoje
863,PecivoNesl
841,Napoje
850,Napoje
850,Sladkosti
851,Napoje
852,OstatnePolozky
853,Napoje
853,Sladkosti
853,Sladkosti
853,OstatnePolozky
863,Napoje
858,OstatnePolozky
859,PecivoNesl
860,Napoje
819,Napoje
819,PecivoNesl
820,Napoje
879,Napoje
824,Napoje
826,Napoje
828,Napoje
828,Napoje
828,Sladkosti
831,Sladkosti
832,OstatnePolozky
832,Sladkosti
832,OstatnePolozky
815,Napoje
837,Sladkosti
838,Napoje
839,OstatnePolozky
839,Napoje
839,Napoje
840,Napoje
840,PecivoNesl
841,Napoje
847,OstatnePolozky
825,Napoje
848,Sladkosti
849,Napoje
850,Sladkosti
846,Sladkosti
848,Napoje
879,Sladkosti
880,Napoje
880,Napoje
883,Napoje
824,OstatnePolozky
825,Sladkosti
833,Napoje
833,Napoje
834,Napoje
834,Sladkosti
834,OstatnePolozky
835,Napoje
835,OstatnePolozky
836,OstatnePolozky
836,Sladkosti
824,Napoje
824,Sladkosti
864,Sladkosti
864,OstatnePolozky
864,PecivoNesl
864,Napoje
865,Sladkosti
865,Napoje
866,Napoje
866,Sladkosti
866,Napoje
878,Sladkosti
884,OstatnePolozky
867,PecivoNesl
867,PecivoNesl
875,PecivoNesl
875,OstatnePolozky
876,Napoje
876,Napoje
877,Napoje
877,Napoje
878,Napoje
878,Napoje
885,Napoje
885,Sladkosti
886,Napoje
886,Sladkosti
887,Napoje
888,Napoje
888,Napoje
888,OstatnePolozky
875,Sladkosti
867,Sladkosti
867,Sladkosti
867,OstatnePolozky
868,OstatnePolozky
868,OstatnePolozky
869,PecivoNesl
870,Napoje
871,Napoje
871,Napoje
871,Sladkosti
872,OstatnePolozky
873,Napoje
873,Sladkosti
873,OstatnePolozky
873,Napoje
873,OstatnePolozky
874,Napoje
875,Sladkosti
937,PecivoNesl
938,OstatnePolozky
936,PecivoNesl
936,Napoje
934,Sladkosti
935,Napoje
935,Napoje
936,Napoje
902,OstatnePolozky
903,PecivoNesl
903,Sladkosti
904,Napoje
905,Napoje
905,Napoje
905,Sladkosti
906,Napoje
916,OstatnePolozky
917,PecivoNesl
917,Napoje
917,Sladkosti
918,Napoje
919,PecivoNesl
919,Sladkosti
920,OstatnePolozky
920,OstatnePolozky
921,PecivoNesl
922,PecivoNesl
922,Sladkosti
923,Napoje
924,Napoje
924,Sladkosti
925,PecivoNesl
925,OstatnePolozky
906,Sladkosti
906,OstatnePolozky
907,Napoje
907,PecivoNesl
908,Napoje
909,Napoje
909,Sladkosti
910,Napoje
910,Sladkosti
912,Napoje
912,Napoje
912,Napoje
913,PecivoNesl
914,Sladkosti
915,Sladkosti
916,Napoje
916,OstatnePolozky
916,PecivoNesl
926,PecivoNesl
926,Napoje
926,OstatnePolozky
926,OstatnePolozky
908,PecivoNesl
908,OstatnePolozky
927,Napoje
927,Napoje
928,OstatnePolozky
928,PecivoNesl
929,Napoje
911,Napoje
929,Sladkosti
931,PecivoNesl
932,Napoje
932,PecivoNesl
932,Napoje
933,Napoje
915,PecivoNesl
915,Napoje
934,Napoje
934,Sladkosti
926,Sladkosti
927,Sladkosti
929,Napoje
933,Napoje
933,OstatnePolozky
900,OstatnePolozky
901,PecivoNesl
901,Napoje
902,PecivoNesl
930,Napoje
900,PecivoNesl
889,OstatnePolozky
889,Napoje
890,PecivoNesl
891,OstatnePolozky
891,Napoje
892,Napoje
892,Napoje
896,Napoje
897,PecivoNesl
898,Napoje
898,OstatnePolozky
898,Napoje
898,Sladkosti
898,PecivoNesl
899,Napoje
893,Napoje
893,OstatnePolozky
894,OstatnePolozky
895,PecivoNesl
896,Napoje
960,Napoje
989,Napoje
984,Napoje
960,Napoje
962,OstatnePolozky
962,Sladkosti
986,PecivoNesl
987,Napoje
973,Napoje
960,OstatnePolozky
984,Napoje
985,PecivoNesl
987,Sladkosti
972,PecivoNesl
972,Napoje
973,Sladkosti
974,PecivoNesl
991,Napoje
992,PecivoNesl
993,Napoje
995,Napoje
961,Sladkosti
961,PecivoNesl
961,OstatnePolozky
963,Napoje
964,Napoje
983,PecivoNesl
983,Sladkosti
967,PecivoNesl
968,Napoje
985,Sladkosti
986,Sladkosti
986,Sladkosti
986,PecivoNesl
988,Napoje
988,PecivoNesl
989,Sladkosti
990,PecivoNesl
991,OstatnePolozky
959,Napoje
959,Napoje
959,OstatnePolozky
959,OstatnePolozky
959,Sladkosti
962,Napoje
965,Napoje
965,Sladkosti
965,Sladkosti
965,Sladkosti
965,PecivoNesl
966,Sladkosti
966,Napoje
969,Napoje
969,Sladkosti
970,Sladkosti
971,PecivoNesl
971,Napoje
971,OstatnePolozky
975,OstatnePolozky
975,PecivoNesl
982,OstatnePolozky
993,Napoje
994,Napoje
983,Napoje
956,Sladkosti
957,PecivoNesl
957,Napoje
957,Napoje
958,PecivoNesl
959,PecivoNesl
983,Sladkosti
983,PecivoNesl
983,Napoje
975,Napoje
975,PecivoNesl
976,Napoje
976,PecivoNesl
976,PecivoNesl
977,Napoje
977,PecivoNesl
978,OstatnePolozky
979,Napoje
956,Sladkosti
939,Napoje
940,Sladkosti
940,Napoje
943,Napoje
943,OstatnePolozky
944,OstatnePolozky
945,Sladkosti
945,Sladkosti
946,PecivoNesl
946,OstatnePolozky
981,Sladkosti
982,Napoje
982,Napoje
982,Napoje
982,Napoje
949,Napoje
950,OstatnePolozky
954,Napoje
980,Napoje
980,OstatnePolozky
980,Napoje
981,PecivoNesl
981,Napoje
946,Sladkosti
947,OstatnePolozky
947,PecivoNesl
947,Sladkosti
948,PecivoNesl
948,PecivoNesl
949,Sladkosti
949,OstatnePolozky
949,Napoje
954,Sladkosti
955,PecivoNesl
956,Napoje
941,PecivoNesl
942,PecivoNesl
956,PecivoNesl
950,Sladkosti
950,Napoje
951,Napoje
951,Sladkosti
952,PecivoNesl
953,Napoje
995,Sladkosti
996,Napoje
996,Napoje
996,Sladkosti
996,Sladkosti
997,Napoje
997,OstatnePolozky
998,Napoje
999,Sladkosti
1000,PecivoNesl
1000,OstatnePolozky
1001,PecivoNesl
1001,Sladkosti
1002,Sladkosti
1002,OstatnePolozky
1003,Napoje
1003,PecivoNesl
1004,Napoje
953,OstatnePolozky
1004,Sladkosti
1005,Napoje
1006,PecivoNesl
1007,Napoje
1007,Sladkosti
1007,Sladkosti
1007,Napoje
1004,Sladkosti
1004,Napoje
1037,PecivoNesl
1031,PecivoNesl
1037,PecivoNesl
1038,PecivoNesl
1039,Napoje
1029,Sladkosti
1030,Napoje
1038,OstatnePolozky
1029,Sladkosti
1030,Sladkosti
1032,Napoje
1039,Sladkosti
1040,Napoje
1029,Sladkosti
1051,PecivoNesl
1032,Sladkosti
1033,Napoje
1034,Napoje
1036,Sladkosti
1036,PecivoNesl
1028,PecivoNesl
1050,Napoje
1034,Sladkosti
1035,Napoje
1050,PecivoNesl
1036,Napoje
1036,Napoje
1044,Sladkosti
1046,Napoje
1046,Napoje
1027,PecivoNesl
1049,PecivoNesl
1040,Napoje
1040,Sladkosti
1046,Sladkosti
1027,Napoje
1051,OstatnePolozky
1052,Sladkosti
1040,Napoje
1044,Napoje
1049,Sladkosti
1047,Napoje
1048,OstatnePolozky
1048,Sladkosti
1026,Napoje
1053,PecivoNesl
1054,Napoje
1055,OstatnePolozky
1056,Napoje
1056,Sladkosti
1053,Sladkosti
1040,OstatnePolozky
1041,OstatnePolozky
1042,PecivoNesl
1043,Napoje
1044,Napoje
1052,PecivoNesl
1053,Sladkosti
1057,PecivoNesl
1058,PecivoNesl
1058,Sladkosti
1023,OstatnePolozky
1023,OstatnePolozky
1024,Napoje
1025,Napoje
1059,PecivoNesl
1021,Sladkosti
1022,Napoje
1023,Napoje
1023,Napoje
1011,Napoje
1012,PecivoNesl
1012,OstatnePolozky
1013,PecivoNesl
1014,Napoje
1014,PecivoNesl
1015,PecivoNesl
1015,OstatnePolozky
1015,OstatnePolozky
1015,Sladkosti
1016,Sladkosti
1017,Napoje
1018,PecivoNesl
1018,OstatnePolozky
1019,PecivoNesl
1020,OstatnePolozky
1020,PecivoNesl
1021,PecivoNesl
1008,PecivoNesl
1009,PecivoNesl
1010,PecivoNesl
1010,OstatnePolozky
1010,Sladkosti
1010,Napoje
1060,PecivoNesl
1061,Napoje
1062,PecivoNesl
1063,Napoje
1063,Napoje
1087,Napoje
1087,OstatnePolozky
1088,PecivoNesl
1088,Napoje
1088,Sladkosti
1089,Napoje
1089,Sladkosti
1090,Sladkosti
1090,Napoje
1090,Napoje
1090,Napoje
1090,Napoje
1091,PecivoNesl
1092,Napoje
1093,Napoje
1093,Sladkosti
1093,Sladkosti
1094,Napoje
1094,PecivoNesl
1094,Napoje
1094,Sladkosti
1094,Sladkosti
1095,Napoje
1096,PecivoNesl
1097,PecivoNesl
1098,Napoje
1099,Napoje
1100,OstatnePolozky
1101,PecivoNesl
1102,Napoje
1103,Napoje
1064,Napoje
1065,Napoje
1065,PecivoNesl
1065,Napoje
1065,Sladkosti
1065,Sladkosti
1066,OstatnePolozky
1068,OstatnePolozky
1068,OstatnePolozky
1069,OstatnePolozky
1070,PecivoNesl
1087,Napoje
1087,Napoje
1071,Napoje
1071,PecivoNesl
1072,Napoje
1072,Sladkosti
1072,OstatnePolozky
1072,PecivoNesl
1073,PecivoNesl
1073,Sladkosti
1074,Napoje
1074,Sladkosti
1075,Sladkosti
1075,Napoje
1075,Napoje
1076,PecivoNesl
1076,OstatnePolozky
1077,OstatnePolozky
1077,PecivoNesl
1078,PecivoNesl
1078,OstatnePolozky
1080,OstatnePolozky
1081,Napoje
1081,Napoje
1081,Sladkosti
1082,Napoje
1083,Sladkosti
1084,Napoje
1084,Napoje
1084,Sladkosti
1085,PecivoNesl
1086,Sladkosti
1086,Napoje
1104,Sladkosti
1104,Napoje
1105,PecivoNesl
1106,PecivoNesl
1106,OstatnePolozky
1106,Sladkosti
1107,OstatnePolozky
1106,Napoje
1107,PecivoNesl
1108,Napoje
1108,Napoje
1108,Napoje
1119,PecivoNesl
1120,PecivoNesl
1120,Sladkosti
1108,PecivoNesl
1108,OstatnePolozky
1108,Sladkosti
1109,Napoje
1110,OstatnePolozky
1110,PecivoNesl
1111,Sladkosti
1112,Sladkosti
1112,Sladkosti
1112,PecivoNesl
1113,OstatnePolozky
1114,Napoje
1115,Napoje
1116,PecivoNesl
1117,Napoje
1117,Sladkosti
1118,Sladkosti
1118,PecivoNesl
1145,Napoje
1146,PecivoNesl
1146,OstatnePolozky
1147,Sladkosti
1147,Sladkosti
1147,Napoje
1147,Napoje
1148,PecivoNesl
1149,Napoje
1150,PecivoNesl
1150,Napoje
1150,Napoje
1150,Sladkosti
1151,Napoje
1151,Napoje
1151,OstatnePolozky
1151,OstatnePolozky
1152,Sladkosti
1153,OstatnePolozky
1153,Napoje
1153,Napoje
1153,Sladkosti
1153,Sladkosti
1154,PecivoNesl
1155,OstatnePolozky
1155,OstatnePolozky
1155,Sladkosti
1155,Napoje
1156,Napoje
1156,OstatnePolozky
1156,Sladkosti
1156,Napoje
1156,Napoje
1157,Napoje
1157,Napoje
1157,Sladkosti
1157,Sladkosti
1158,PecivoNesl
1158,OstatnePolozky
1158,OstatnePolozky
1158,Napoje
1158,Napoje
1158,Sladkosti
1159,PecivoNesl
1160,OstatnePolozky
1161,OstatnePolozky
1162,OstatnePolozky
1163,Napoje
1163,Napoje
1163,Sladkosti
1163,Sladkosti
1164,Napoje
1164,Napoje
1164,PecivoNesl
1165,OstatnePolozky
1165,PecivoNesl
1165,Sladkosti
1166,OstatnePolozky
1166,PecivoNesl
1166,Sladkosti
1167,PecivoNesl
1168,PecivoNesl
1145,Napoje
1145,Napoje
1190,Sladkosti
1190,Sladkosti
1191,Sladkosti
1191,OstatnePolozky
1192,Napoje
1193,PecivoNesl
1194,Napoje
1194,Sladkosti
1195,Sladkosti
1196,Napoje
1197,Napoje
1198,Sladkosti
1199,PecivoNesl
1200,Napoje
1145,OstatnePolozky
1189,PecivoNesl
1190,PecivoNesl
1121,OstatnePolozky
1121,Sladkosti
1122,Sladkosti
1122,PecivoNesl
1123,PecivoNesl
1124,Napoje
1124,Sladkosti
1176,Sladkosti
1176,Sladkosti
1177,OstatnePolozky
1177,PecivoNesl
1144,PecivoNesl
1144,Napoje
1189,PecivoNesl
1168,Napoje
1168,PecivoNesl
1169,OstatnePolozky
1170,PecivoNesl
1170,Napoje
1170,Sladkosti
1170,Sladkosti
1171,Napoje
1125,PecivoNesl
1125,OstatnePolozky
1126,Napoje
1127,Sladkosti
1131,Napoje
1132,PecivoNesl
1133,Sladkosti
1134,Napoje
1134,PecivoNesl
1135,Napoje
1135,Napoje
1177,PecivoNesl
1177,Sladkosti
1177,Sladkosti
1178,Napoje
1178,Sladkosti
1178,Sladkosti
1178,Sladkosti
1179,Napoje
1179,Napoje
1179,PecivoNesl
1180,Napoje
1180,Napoje
1180,Sladkosti
1180,OstatnePolozky
1181,Napoje
1181,Sladkosti
1182,PecivoNesl
1183,Napoje
1183,Napoje
1183,Sladkosti
1184,PecivoNesl
1185,Sladkosti
1185,Sladkosti
1186,PecivoNesl
1187,PecivoNesl
1187,Sladkosti
1187,Sladkosti
1188,Napoje
1188,Sladkosti
1188,Napoje
1171,Napoje
1172,Sladkosti
1172,OstatnePolozky
1127,Sladkosti
1128,PecivoNesl
1129,Napoje
1130,Sladkosti
1130,PecivoNesl
1130,PecivoNesl
1175,OstatnePolozky
1175,OstatnePolozky
1176,PecivoNesl
1176,Napoje
1135,Sladkosti
1135,Sladkosti
1135,Sladkosti
1136,OstatnePolozky
1136,Napoje
1136,OstatnePolozky
1137,Napoje
1137,Napoje
1138,Sladkosti
1138,PecivoNesl
1139,OstatnePolozky
1139,Napoje
1139,Sladkosti
1139,Napoje
1140,Napoje
1140,Sladkosti
1140,Sladkosti
1141,OstatnePolozky
1141,Napoje
1141,Napoje
1141,Sladkosti
1141,Sladkosti
1142,PecivoNesl
1142,Napoje
1142,Sladkosti
1142,OstatnePolozky
1143,OstatnePolozky
1143,PecivoNesl
1144,Sladkosti
1121,Napoje
1175,Napoje
1173,Napoje
1173,Napoje
1173,Napoje
1174,Napoje
1174,Napoje
1174,Sladkosti
1260,Sladkosti
1261,Sladkosti
1261,Napoje
1261,Napoje
1262,PecivoNesl
1263,PecivoNesl
1264,Napoje
1264,Napoje
1264,Napoje
1264,OstatnePolozky
1264,OstatnePolozky
1264,PecivoNesl
1265,Sladkosti
1266,PecivoNesl
1266,Sladkosti
1267,Napoje
1267,Napoje
1267,OstatnePolozky
1267,PecivoNesl
1268,Sladkosti
1269,Napoje
1269,Sladkosti
1270,Napoje
1270,Sladkosti
1270,Sladkosti
1271,Sladkosti
1272,Sladkosti
1273,Sladkosti
1273,OstatnePolozky
1274,OstatnePolozky
1274,OstatnePolozky
1274,Sladkosti
1274,Sladkosti
1274,Sladkosti
1201,OstatnePolozky
1201,Napoje
1201,Napoje
1202,Napoje
1203,Napoje
1203,Napoje
1203,OstatnePolozky
1204,Sladkosti
1204,Napoje
1260,PecivoNesl
1212,OstatnePolozky
1212,OstatnePolozky
1213,PecivoNesl
1214,Napoje
1214,Sladkosti
1215,Napoje
1216,OstatnePolozky
1216,Napoje
1216,PecivoNesl
1217,PecivoNesl
1220,OstatnePolozky
1217,OstatnePolozky
1218,OstatnePolozky
1219,PecivoNesl
1220,Napoje
1220,Napoje
1221,PecivoNesl
1221,Sladkosti
1222,Napoje
1231,OstatnePolozky
1239,Sladkosti
1239,Napoje
1239,PecivoNesl
1240,PecivoNesl
1240,Sladkosti
1240,Napoje
1240,Napoje
1241,Napoje
1242,PecivoNesl
1242,OstatnePolozky
1205,Sladkosti
1205,PecivoNesl
1205,Napoje
1205,OstatnePolozky
1205,OstatnePolozky
1205,OstatnePolozky
1206,PecivoNesl
1206,OstatnePolozky
1206,PecivoNesl
1207,Sladkosti
1207,Napoje
1207,PecivoNesl
1208,OstatnePolozky
1209,PecivoNesl
1210,Sladkosti
1210,OstatnePolozky
1210,PecivoNesl
1211,Napoje
1211,OstatnePolozky
1212,PecivoNesl
1212,OstatnePolozky
1222,OstatnePolozky
1223,PecivoNesl
1223,Napoje
1223,Sladkosti
1224,Napoje
1224,OstatnePolozky
1224,PecivoNesl
1225,Sladkosti
1226,Sladkosti
1231,Napoje
1231,PecivoNesl
1232,PecivoNesl
1233,Napoje
1234,OstatnePolozky
1234,Napoje
1234,Napoje
1234,Napoje
1234,Sladkosti
1235,Sladkosti
1235,PecivoNesl
1236,PecivoNesl
1237,PecivoNesl
1237,OstatnePolozky
1237,Napoje
1237,Napoje
1238,PecivoNesl
1238,PecivoNesl
1238,Sladkosti
1242,Napoje
1243,Napoje
1243,Napoje
1243,OstatnePolozky
1244,PecivoNesl
1245,PecivoNesl
1246,Napoje
1247,PecivoNesl
1248,OstatnePolozky
1248,OstatnePolozky
1248,Sladkosti
1248,Napoje
1248,Napoje
1248,Napoje
1249,PecivoNesl
1250,Napoje
1251,OstatnePolozky
1251,Napoje
1251,Napoje
1252,Sladkosti
1252,Sladkosti
1252,Sladkosti
1253,PecivoNesl
1259,PecivoNesl
1259,PecivoNesl
1259,OstatnePolozky
1259,OstatnePolozky
1259,OstatnePolozky
1259,Napoje
1260,Napoje
1260,Napoje
1260,Napoje
1229,PecivoNesl
1229,OstatnePolozky
1230,Napoje
1230,Sladkosti
1231,Napoje
1254,PecivoNesl
1254,Sladkosti
1254,Sladkosti
1254,PecivoNesl
1254,Sladkosti
1255,Sladkosti
1256,PecivoNesl
1258,Napoje
1258,OstatnePolozky
1227,Sladkosti
1228,OstatnePolozky
1228,OstatnePolozky
1229,Napoje
1256,Sladkosti
1257,Sladkosti
1255,Sladkosti
1255,Napoje
1255,PecivoNesl
1256,OstatnePolozky
1325,OstatnePolozky
1325,Napoje
1327,Napoje
1325,Sladkosti
1326,PecivoNesl
1306,PecivoNesl
1306,Napoje
1307,OstatnePolozky
1316,OstatnePolozky
1316,Sladkosti
1319,OstatnePolozky
1320,Napoje
1320,Sladkosti
1321,PecivoNesl
1321,PecivoNesl
1322,PecivoNesl
1322,Napoje
1322,Napoje
1322,Napoje
1323,OstatnePolozky
1327,Napoje
1328,Napoje
1307,OstatnePolozky
1307,PecivoNesl
1307,Sladkosti
1308,PecivoNesl
1308,Napoje
1309,Napoje
1309,Napoje
1315,Sladkosti
1316,Napoje
1316,Napoje
1318,PecivoNesl
1318,PecivoNesl
1318,PecivoNesl
1324,Napoje
1324,Napoje
1325,Napoje
1315,OstatnePolozky
1315,Sladkosti
1317,PecivoNesl
1317,Napoje
1317,Napoje
1317,OstatnePolozky
1317,Sladkosti
1295,OstatnePolozky
1295,Napoje
1295,Napoje
1296,Napoje
1296,Napoje
1297,PecivoNesl
1297,PecivoNesl
1298,PecivoNesl
1299,Sladkosti
1300,PecivoNesl
1301,Napoje
1301,PecivoNesl
1303,Napoje
1303,Napoje
1303,Sladkosti
1303,Sladkosti
1304,OstatnePolozky
1305,Napoje
1305,OstatnePolozky
1306,PecivoNesl
1309,Sladkosti
1310,PecivoNesl
1311,PecivoNesl
1311,Napoje
1314,PecivoNesl
1315,OstatnePolozky
1328,Napoje
1328,Sladkosti
1329,PecivoNesl
1329,Sladkosti
1329,Sladkosti
1330,Napoje
1330,PecivoNesl
1331,Napoje
1332,Sladkosti
1333,Napoje
1333,PecivoNesl
1282,Napoje
1284,Napoje
1284,Sladkosti
1285,OstatnePolozky
1289,OstatnePolozky
1289,Sladkosti
1290,OstatnePolozky
1291,OstatnePolozky
1291,OstatnePolozky
1292,Napoje
1292,PecivoNesl
1293,Napoje
1293,Sladkosti
1294,Napoje
1294,Napoje
1294,Sladkosti
1333,Sladkosti
1334,Napoje
1282,Napoje
1282,Napoje
1337,Sladkosti
1283,OstatnePolozky
1286,Napoje
1286,OstatnePolozky
1287,Sladkosti
1287,Sladkosti
1287,Napoje
1288,Napoje
1288,OstatnePolozky
1289,Sladkosti
1336,PecivoNesl
1336,Sladkosti
1337,PecivoNesl
1311,Napoje
1313,Napoje
1314,PecivoNesl
1275,Napoje
1276,Napoje
1334,PecivoNesl
1334,OstatnePolozky
1335,PecivoNesl
1336,PecivoNesl
1336,Napoje
1281,Napoje
1282,OstatnePolozky
1282,OstatnePolozky
1277,Napoje
1277,Sladkosti
1278,Sladkosti
1278,Napoje
1335,PecivoNesl
1336,Napoje
1280,Sladkosti
1281,OstatnePolozky
1279,Napoje
1280,Napoje
1337,Napoje
1337,Napoje
1338,Sladkosti
1338,Napoje
1338,Napoje
1338,Napoje
1338,Sladkosti
1339,Napoje
1339,Napoje
1340,OstatnePolozky
1341,OstatnePolozky
1341,Sladkosti
1342,Napoje
1342,Sladkosti
1343,PecivoNesl
1343,OstatnePolozky
1344,Napoje
1345,PecivoNesl
1346,Sladkosti
1346,Napoje
1346,Napoje
1347,Napoje
1348,Napoje
1349,Napoje
1350,Napoje
1351,OstatnePolozky
1352,Napoje
1352,Napoje
1352,OstatnePolozky
1352,PecivoNesl
1353,Napoje
1353,Sladkosti
1354,Napoje
1355,Napoje
1355,Napoje
1355,OstatnePolozky
1356,Napoje
1356,OstatnePolozky
1357,Napoje
1357,Napoje
1358,Napoje
1359,Napoje
1360,Napoje
1360,PecivoNesl
1361,Napoje
1361,OstatnePolozky
1362,PecivoNesl
1363,OstatnePolozky
1364,Napoje
1364,Sladkosti
1365,Napoje
1365,Sladkosti
1366,PecivoNesl
1367,Napoje
1367,OstatnePolozky
1368,PecivoNesl
1368,Napoje
1371,OstatnePolozky
1371,Napoje
1372,PecivoNesl
1368,Napoje
1369,PecivoNesl
1369,OstatnePolozky
1369,Sladkosti
1370,Napoje
1370,OstatnePolozky
1371,Napoje
1372,PecivoNesl
1373,PecivoNesl
1380,PecivoNesl
1394,PecivoNesl
1394,Napoje
1395,Napoje
1395,Napoje
1395,OstatnePolozky
1395,Napoje
1396,PecivoNesl
1373,PecivoNesl
1373,Sladkosti
1374,Napoje
1374,Napoje
1374,Napoje
1375,Sladkosti
1375,Sladkosti
1376,Napoje
1376,Napoje
1376,Sladkosti
1376,Sladkosti
1376,PecivoNesl
1377,PecivoNesl
1378,Napoje
1378,PecivoNesl
1379,Napoje
1379,PecivoNesl
1380,OstatnePolozky
1380,Napoje
1381,Napoje
1382,PecivoNesl
1383,Napoje
1383,Napoje
1383,OstatnePolozky
